Ottoneu ID,Fangraphs ID,Name,Birthday,Positions,Bats,Throws,wOBA,wOBA vs LHP,wOBA vs RHP
19987,16417,Sergio Alcantara,1996-07-10,SS,B,R,,0.2848598401890535,0.2768279924654139
23052,18171,Seth Brown,1992-07-13,OF,L,L,,0.25945874072545355,0.30743330246884326
38683,27789,Shay Whitcomb,1998-09-28,2B/3B/OF,R,R,,0.29175047110162866,0.2739259966621235
36669,25816,Shea Langeliers,1997-11-18,C,R,R,,0.35070186391807157,0.3367029307162782
,19635,Sheldon Neuse,1994-12-10,,R,R,,0.28869611985281696,0.27772436554856383
,3174,Shin-Soo Choo,1982-07-13,,L,L,,0.24891248874560637,0.2850218022073431
,27461,Shogo Akiyama,1988-04-16,,L,R,,0.2442829152227454,0.278840275513154
33600,19755,Shohei Ohtani,1994-07-05,Util/SP,L,R,,0.3497339129975648,0.39690673838200496
30900,17723,Skye Bolt,1994-01-15,Util,B,R,,0.28608903626334353,0.2776982407830668
45991,sa3066460,Slade Caldwell,2006-06-18,OF,L,L,,0.21434806831579012,0.2518858483680786
37091,26477,Spencer Horwitz,1997-11-14,1B,L,R,,0.30371128849353407,0.34532447492825047
42266,sa3019969,Spencer Jones,2001-05-14,OF,L,L,,0.25448040710866116,0.30456522631952687
37216,26323,Spencer Steer,1997-12-07,1B/OF,R,R,,0.32566278138703103,0.3114698383797626
38320,27465,Spencer Torkelson,1999-08-26,1B,R,R,,0.3426275659885867,0.31271021343648536
5025,9241,Starling Marte,1988-10-09,OF,R,R,,0.31237645318755597,0.3047814080190691
33639,22093,Steele Walker,1996-07-30,Util,L,L,,0.23793651012063757,0.27732153032260753
18285,13367,Stephen Piscotty,1991-01-14,Util,R,R,,0.2780120745392311,0.2604150359476681
42292,sa3019999,Sterlin Thompson,2001-06-26,OF,L,R,,0.2694394979138831,0.31529916932656765
20339,17719,Steven Duggar,1993-11-04,Util,L,R,,0.22937912014564305,0.26796433336340075
35824,24610,Steven Kwan,1997-09-05,OF,L,L,,0.29742276352975394,0.3318533639987899
26184,22766,Steward Berroa,1999-06-05,OF,B,R,,0.27271797141883053,0.2669877798829716
21135,19273,Stone Garrett,1995-11-22,Util,R,R,,0.2794168363962122,0.26531824079965843
31579,20321,Stuart Fairchild,1996-03-17,OF,R,R,,0.29930865686482944,0.2880335394659191
48238,sa3012529,Sung-mun Song,1996-08-29,Util,L,R,,0.2603149956995146,0.2973306248730464
40496,sa3017330,T.J. Rumfield,2000-05-17,1B,L,R,,0.2758665665539586,0.3139145605560522
31809,19533,Taylor Jones,1993-12-06,Util,R,R,,0.29758991221378955,0.2823299891230163
23750,19960,Taylor Trammell,1997-09-13,OF,L,L,,0.2720178185204198,0.3078346056756565
31969,22458,Taylor Walls,1996-07-10,SS,B,R,,0.27353159168341096,0.2765041281793214
22048,17548,Taylor Ward,1993-12-14,OF,R,R,,0.34506814176221295,0.32639648569959323
23651,13066,Teoscar Hernandez,1992-10-15,OF,R,R,,0.33227526942368923,0.3093677793673692
42147,sa3020214,Termarr Johnson,2004-06-11,2B,L,R,,0.24399356551016207,0.2851817903031868
35253,24400,Terrin Vavra,1997-05-12,2B/3B,L,R,,0.250720254924497,0.2819866128741719
19982,16426,Thairo Estrada,1996-02-22,2B,R,R,,0.2921335959823463,0.28423108870670755
39362,sa3015790,Thayron Liranzo,2003-07-05,C,B,R,,0.2694033393179782,0.2697724720598425
45771,sa3025565,Theo Gillen,2005-09-12,OF,L,R,,0.22336394374892596,0.2678049157478419
38402,27883,Thomas Saggese,2002-04-10,2B/SS/3B,R,R,,0.29374826667679765,0.285210378271013
18306,15172,Tim Anderson,1993-06-23,2B/SS,R,R,,0.27093046677112037,0.2586738167500205
42387,31522,Tim Elko,1998-12-27,1B,R,R,,0.29583230442448505,0.28441766971128896
19544,15124,Tim Locastro,1992-07-14,1B/OF,R,R,,0.2833453645059993,0.27767140876178753
30465,14137,Tim Lopes,1994-06-24,Util,R,R,,0.276850744474829,0.2627987045080121
40251,29571,Tim Tawa,1999-04-07,1B/2B/OF,R,R,,0.295715477586822,0.28355834135853786
23716,22566,Tirso Ornelas,2000-03-11,OF,L,R,,0.2660982958641036,0.3086606487674158
23788,19522,TJ Friedl,1995-08-14,OF,L,L,,0.2886097457497484,0.31758618552459406
18450,13499,Tom Murphy,1991-04-03,Util,R,R,,0.30021194953772007,0.2838798457230191
23826,13755,Tomas Nido,1994-04-12,C,R,R,,0.2629676942473513,0.2536108588111858
31703,19470,Tommy Edman,1995-05-09,2B/3B/OF,B,R,,0.30984928870655576,0.3009096723236817
4322,2967,Tommy Pham,1988-03-08,OF,R,R,,0.3091550677621333,0.29298383960436253
44014,sa3022561,Tommy Troy,2002-01-17,2B/OF,R,R,,0.3002752588384026,0.2903848132758231
45901,sa3025383,Tommy White,2003-03-02,3B,R,R,,0.29942110356471147,0.29069691739995385
18494,14894,Tony Kemp,1991-10-31,Util,L,R,,0.2603409989345168,0.29143197706029744
14908,11470,Tony Wolters,1992-06-09,Util,L,R,,0.2399628377615411,0.27505541525225297
45709,sa3025129,Travis Bazzana,2002-08-28,2B,L,R,,0.27534680325408856,0.31018212670350076
22700,18395,Travis Blankenhorn,1996-08-03,OF,L,R,,0.24687154429502337,0.28689463642823676
4980,7739,Travis D'Arnaud,1989-02-10,C,R,R,,0.28933962216111936,0.2772012740678541
18439,13768,Travis Jankowski,1991-06-15,OF,L,R,,0.26248832915835696,0.2920873347136812
33615,24491,Travis Swaggerty,1997-08-19,OF,L,L,,0.24721979014491335,0.2846880590923607
44244,sa3022919,Tre' Morgan,2002-07-16,1B,L,L,,0.26851683723817854,0.31459711702042087
18368,16252,Trea Turner,1993-06-30,SS,R,R,,0.3376653199616882,0.32250795438897395
38333,sa3014420,Trei Cruz,1998-07-05,SS/3B/OF,B,R,,0.27779287100293615,0.2786467155300929
18547,18564,Trent Grisham,1996-11-01,OF,L,L,,0.3023523361166393,0.3323052084005815
31657,19384,Trenton Brooks,1995-07-03,1B/OF,L,L,,0.266393513768557,0.30251440701135796
31630,19977,Tres Barrera,1994-09-15,C,R,R,,0.2584994085605885,0.24541634508586094
33622,21501,Trevor Larnach,1997-02-26,OF,L,R,,0.2794618504162153,0.327308333643845
18153,12564,Trevor Story,1992-11-15,SS,R,R,,0.2947658381531337,0.27917871595368293
22715,21078,Trey Cabbage,1997-05-03,Util,L,R,,0.24751183713278913,0.2945029175241242
42412,31567,Trey Lipscomb,2000-06-14,2B/3B/OF,R,R,,0.2743790531995551,0.2622395417699091
18626,15149,Trey Mancini,1992-03-18,1B,R,R,,0.29338138557608795,0.2761320098292602
40254,29575,Trey Sweeney,2000-04-24,SS,L,R,,0.2527058212365944,0.2851697455943309
31567,19877,Tristan Gray,1996-03-22,2B/SS/3B,L,R,,0.252880320155197,0.28486342354929284
37559,26148,Tristin English,1997-05-14,1B/OF,R,R,,0.28965523385731307,0.27805412824787323
33651,22514,Triston Casas,2000-01-15,1B,L,R,,0.3031619787863899,0.33819836534090836
37458,26143,Troy Johnston,1997-06-22,1B/OF,L,L,,0.26978527672223357,0.30603947371607737
12532,10200,Tucker Barnhart,1991-01-07,C,B,R,,0.2602877677758026,0.25599616011156384
25790,22871,Tucupita Marcano,1999-09-16,Util,L,R,,0.263300703959791,0.29908361335176764
23201,17982,Ty France,1994-07-13,1B,R,R,,0.3171726216216992,0.31608576512691494
14675,11850,Tyler Austin,1991-09-06,Util,R,R,,0.3291866856363809,0.31589559825072117
40267,29949,Tyler Black,2000-07-26,1B/OF,L,R,,0.2739895693240178,0.30666486835671847
37662,26208,Tyler Fitzgerald,1997-09-15,2B,R,R,,0.28216545274612304,0.2700449167645679
26882,22532,Tyler Freeman,1999-05-21,2B/OF,R,R,,0.3123650060321271,0.3106431061854819
38384,27784,Tyler Gentry,1999-02-01,OF,R,R,,0.2889083423566897,0.2730224606697484
30520,13897,Tyler Heineman,1991-06-19,C,B,R,,0.281962161287169,0.27190658302253246
42267,31396,Tyler Locklear,2000-11-24,1B,R,R,,0.3123374885507896,0.30165601333699654
18169,13359,Tyler Naquin,1991-04-24,RP,L,R,,0.23409698817927252,0.2765398397977186
22671,17893,Tyler Nevin,1997-05-29,Util,R,R,,0.3241596118410215,0.3083851215567656
19296,15711,Tyler O'Neill,1995-06-22,OF,R,R,,0.33383551484892854,0.31310479583747286
38388,27467,Tyler Soderstrom,2001-11-24,1B/OF,L,R,,0.3025629098948051,0.34596930567709955
22654,17988,Tyler Stephenson,1996-08-16,C,R,R,,0.318481055140863,0.2922879463905286
37033,25779,Tyler Tolbert,1998-01-27,OF,R,R,,0.2655327411352203,0.25503506696663747
19387,15730,Tyler Wade,1994-11-23,2B/OF,L,R,,0.24279616769976914,0.2713318573875379
18254,13675,Tyrone Taylor,1994-01-22,OF,R,R,,0.29433604387591256,0.28522735538105165
46371,sa3066822,Tyson Lewis,2006-01-10,SS,L,R,,0.17557685065092432,0.2073930811915466
37320,26031,Vaughn Grissom,2001-01-05,2B/SS,R,R,,0.3174281046008567,0.30738488285009613
19285,14968,Victor Caratini,1993-08-17,C/1B,B,R,,0.2960099113646182,0.310225142125658
30041,15487,Victor Reyes,1994-10-05,Util,B,R,,0.3240940504837363,0.3121466557968965
18516,18363,Victor Robles,1997-05-19,OF,R,R,,0.3022905175369748,0.2915168405556756
42141,31349,Victor Scott,2001-02-12,OF,L,L,,0.2529425402975471,0.27940133048355703
,sa3008602,Victor Victor Mesa,1996-07-20,,R,R,,0.2545989016338383,0.24674504487824372
22330,20536,Vidal Brujan,1998-02-09,SS/3B/OF,B,R,,0.283447306781809,0.2815236196304525
29584,17684,Vimael Machin,1993-09-25,1B/2B/3B,L,R,,0.27076452305702364,0.30625388761209554
37094,27676,Vinnie Pasquantino,1997-10-10,1B,L,L,,0.29517996777746913,0.34673496113609426
34670,25040,Vinny Capra,1996-07-07,SS/3B,R,R,,0.2944700281529354,0.28296600647135683
18549,19611,Vladimir Guerrero Jr.,1999-03-16,1B,R,R,,0.39652796646473004,0.37518401803179074
42347,31490,Wade Meckler,2000-04-21,OF,L,R,,0.2787664680509567,0.3155241350688737
43988,sa3022894,Walker Jenkins,2005-02-19,OF,L,R,,0.26734873489905137,0.31143719683444193
23848,23667,Wander Franco,2001-03-01,Util,B,R,,0.3490621839105686,0.3360377535888819
36045,26536,Warming Bernabel,2002-06-06,1B/3B,R,R,,0.2972024410395357,0.28671129555254615
26234,22857,Wenceel Perez,1999-10-30,OF,B,R,,0.305307649718886,0.302944668479076
31694,19358,Weston Wilson,1994-09-11,2B/OF,R,R,,0.2981047783704571,0.2844380952281061
14694,11281,Whit Merrifield,1989-01-24,Util,R,R,,0.2924711062993696,0.2781150009964399
8563,10047,Wil Myers,1990-12-10,Util,R,R,,0.28849044755162884,0.27166254472321566
23632,21853,Will Benson,1998-06-16,OF,L,L,,0.2716015899977809,0.3069375130327422
36864,25660,Will Brennan,1998-02-02,OF,L,L,,0.2655054341287137,0.30676607731832295
23654,19197,Will Smith,1995-03-28,C,R,R,,0.3417793424916464,0.32889749098808985
40317,29634,Will Wagner,1998-07-29,1B/3B,L,R,,0.2903990452177007,0.3217885415053507
21708,17338,Willi Castro,1997-04-24,2B/3B/OF,B,R,,0.30104596618500923,0.2927400971062717
22391,20503,William Contreras,1997-12-24,C,R,R,,0.3597828447859953,0.3447294445971537
18560,17838,Willie Calhoun,1994-11-04,Util,L,R,,0.26530931050334844,0.30522415257613716
35357,24641,Willie MacIver,1996-10-28,C,R,R,,0.2873958410543501,0.27483576421042677
12398,11609,Willson Contreras,1992-05-13,1B,R,R,,0.34818028277809077,0.3310590752531048
18407,15986,Willy Adames,1995-09-02,SS,R,R,,0.3167135541392391,0.3108787468992825
8583,5827,Wilmer Flores,1991-08-06,1B,R,R,,0.3103466653213266,0.30376097046994116
27058,23772,Wilyer Abreu,1999-06-24,OF,L,L,,0.30237793930335144,0.34536233331688987
43896,33333,Wyatt Langford,2001-11-15,OF,R,R,,0.34900837681072744,0.3326703889352258
13117,12161,Xander Bogaerts,1992-10-01,SS,R,R,,0.3369258648959507,0.321064937686587
33645,22266,Xavier Edwards,1999-08-09,2B/SS,B,R,,0.3270403947091409,0.3305356798656841
42621,sa3020498,Xavier Isaac,2003-12-17,Util,L,L,,0.2559922513329174,0.30880324761231537
26292,23003,Yainer Diaz,1998-09-21,C,R,R,,0.31870719196805686,0.3111330306022772
4988,9627,Yan Gomes,1987-07-19,Util,R,R,,0.2694186722103573,0.2542242697834953
18517,16578,Yandy Diaz,1991-08-08,1B,R,R,,0.3676525832373701,0.34742043076099527
39224,28552,Yanquiel Fernandez,2003-01-01,OF,L,L,,0.2677193754343469,0.3020013677761982
,14225,Yasiel Puig,1990-12-07,,R,R,,0.2859938651437022,0.2758598294962373
14882,11368,Yasmani Grandal,1988-11-08,C,B,R,,0.2876121074527497,0.2855850203429735
18425,17232,Yoan Moncada,1995-05-27,3B,B,R,,0.29089384509043187,0.3068405613887333
20782,18848,Yohel Pozo,1997-06-14,C,R,R,,0.3106049545319842,0.3009423501737191
16873,11602,Yolmer Sanchez,1992-06-29,2B/SS,B,R,,0.2639331067183948,0.2598918464371682
22168,19432,Yonny Hernandez,1998-05-04,2B/SS,B,R,,0.2719504820866969,0.26422877547213286
23795,19556,Yordan Alvarez,1997-06-27,OF,L,R,,0.3828160791217145,0.4118593834683075
,27459,Yoshitomo Tsutsugo,1991-11-26,,L,R,,0.2544640983941477,0.2983975635201776
21709,14773,Yu Chang,1995-08-18,Util,R,R,,0.2883481804624738,0.27564234667420384
23678,19198,Yulieski Gurriel,1984-06-09,Util,R,R,,0.29244379624604827,0.2765411531508213
38313,27770,Zac Veen,2001-12-12,OF,L,R,,0.26209056611970677,0.29700210522802106
42238,31583,Zach Cole,2000-08-04,OF,L,R,,0.2608343451427215,0.3015248506528034
38437,27471,Zach DeLoach,1998-08-18,OF,L,R,,0.250913860002006,0.2924261663749833
42408,31562,Zach Dezenzo,2000-05-11,OF,R,R,,0.3074399598678248,0.29704560643672956
33147,19392,Zach McKinstry,1995-04-29,SS/3B/OF,L,R,,0.26877007975560624,0.2981890427449529
42156,31347,Zach Neto,2001-01-31,SS,R,R,,0.3291536283995251,0.3171468835065709
31073,19788,Zach Remillard,1994-02-21,Util,R,R,,0.2671301592389059,0.2557849156346682
23619,19181,Zack Collins,1995-02-06,Util,L,R,,0.24303661364725784,0.2859793964514282
40456,29766,Zack Gelof,1999-10-19,2B,R,R,,0.3076169738760164,0.30212354083402604
31669,19562,Zack Short,1995-05-29,SS/3B,R,R,,0.27570477005214566,0.2615935630616394
44114,sa3022703,Zyhir Hope,2005-01-19,OF,L,L,,0.25492959486097855,0.30111120745545134
